Company,Location,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Year,Month,Day,latitude,longitude,Success,RocketFamily
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",1971-08-08,23:45:00,Tsyklon,Kosmos 433,Retired,Success,1971,8,8,46.082,63.025,1.0,Tsyklon
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1971-08-12,15:30:00,Titan III(24)B,OPS 8607,Retired,Success,1971,8,12,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-08-19,06:30:00,Voskhod,Zenit-2M nâ Â­22,Retired,Failure,1971,8,19,45.996,63.565,0.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-08-27,10:54:00,Cosmos-2I (63SM),Kosmos 435,Retired,Success,1971,8,27,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1971-09-02,13:40:00,Proton K/Block D,Luna-18,Retired,Success,1971,9,2,46.06,63.01,1.0,Proton
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-09-07,01:15:00,Cosmos-3M (11K65M),Kosmos 436,Retired,Success,1971,9,7,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-09-10,03:38:00,Cosmos-3M (11K65M),Kosmos 437,Retired,Success,1971,9,10,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1971-09-14,13:00:00,Voskhod,Kosmos 438,Retired,Success,1971,9,14,62.929,40.575,1.0,Voskhod
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-09-21,12:00:00,Voskhod,Kosmos 439,Retired,Success,1971,9,21,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-09-24,10:30:00,Cosmos-2I (63SM),Kosmos 440,Retired,Success,1971,9,24,62.929,40.577,1.0,Cosmos-2i
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1971-09-28,04:00:00,Mu-IV S,Shinsei,Retired,Success,1971,9,28,31.25,131.08,1.0,Mu-iv
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-09-28,07:40:00,Voskhod,Kosmos 441,Retired,Success,1971,9,28,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1971-09-28,10:00:00,Proton K/Block D,Luna-19,Retired,Success,1971,9,28,46.06,63.01,1.0,Proton
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-09-29,11:30:00,Voskhod,Kosmos 442,Retired,Success,1971,9,29,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-10-07,12:30:00,Voskhod,Kosmos 443,Retired,Success,1971,10,7,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-10-13,13:41:00,Cosmos-3M (11K65M),Kosmos 444 to 451,Retired,Success,1971,10,13,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-10-14,09:00:00,Voskhod,Kosmos 452,Retired,Success,1971,10,14,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-10-19,12:40:00,Cosmos-2I (63SM),Kosmos 453,Retired,Success,1971,10,19,62.929,40.577,1.0,Cosmos-2i
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1971-10-23,17:16:00,Titan III(24)B,OPS 7616,Retired,Success,1971,10,23,34.742,-120.62,1.0,Titan
RAE,"LA-5B, RAAF Woomera Range Complex, Australia",1971-10-28,04:09:00,Black Arrow,Prospero,Retired,Success,1971,10,28,-31.05,136.53,1.0,Black
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1971-11-02,14:25:00,Voskhod,Kosmos 454,Retired,Success,1971,11,2,62.929,40.575,1.0,Voskhod
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1971-11-03,03:09:00,Titan III(23)C,DSCS-II 1&2,Retired,Success,1971,11,3,28.562,-80.577,1.0,Titan
CECLES,"ELA-1, Guiana Space Centre, French Guiana, France",1971-11-04,21:10:00,Europa 2,Test flight,Retired,Failure,1971,11,4,5.239,-52.766,0.0,Europa
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1971-11-15,05:52:00,Scout B,Explorer 45,Retired,Success,1971,11,15,-2.94,40.21,1.0,Scout
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-11-17,11:09:00,Cosmos-2I (63SM),Kosmos 455,Retired,Success,1971,11,17,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-11-19,12:00:00,Voskhod,Kosmos 456,Retired,Partial Failure,1971,11,19,62.931,40.577,0.5,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-11-20,18:00:00,Cosmos-3M (11K65M),Kosmos 457,Retired,Success,1971,11,20,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-11-24,09:30:00,Molniya-M /Block L,Molniya-2 nâ Â­24,Retired,Success,1971,11,24,62.931,40.577,1.0,Molniya-m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-11-29,10:09:00,Cosmos-2I (63SM),Kosmos 458,Retired,Success,1971,11,29,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-11-29,17:30:00,Cosmos-3M (11K65M),Kosmos 459,Retired,Success,1971,11,29,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-11-30,16:39:00,Cosmos-3M (11K65M),Kosmos 460,Retired,Success,1971,11,30,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1971-12-02,08:25:00,Cosmos-2I (63SM),Intercosmos-5,Retired,Success,1971,12,2,48.56,46.28,1.0,Cosmos-2i
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-12-02,Unknown,Cosmos-3M (11K65M),Kosmos 461,Retired,Success,1971,12,2,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-12-03,13:00:00,Voskhod,Zenit-2M nâ Â­25,Retired,Failure,1971,12,3,62.931,40.577,0.0,Voskhod
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1971-12-03,13:19:00,Tsyklon-2,Kosmos 462,Retired,Success,1971,12,3,46.07,62.99,1.0,Tsyklon-2
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1971-12-04,22:33:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-4),Retired,Failure,1971,12,4,28.49,-80.548,0.0,Atlas
CNES,"ELD, Guiana Space Centre, French Guiana, France",1971-12-05,15:30:00,Diamant B,Polaire,Retired,Failure,1971,12,5,5.16,-52.68,0.0,Diamant
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-12-06,09:50:00,Voskhod,Kosmos 463,Retired,Success,1971,12,6,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-12-10,11:00:00,Voskhod,Kosmos 464,Retired,Success,1971,12,10,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-12-15,04:31:00,Cosmos-3M (11K65M),Kosmos 465,Retired,Success,1971,12,15,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-12-16,09:39:00,Voskhod,Kosmos 466,Retired,Success,1971,12,16,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-12-17,10:39:00,Cosmos-2I (63SM),Kosmos 467,Retired,Success,1971,12,17,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-12-17,13:00:00,Cosmos-3M (11K65M),Kosmos 468,Retired,Success,1971,12,17,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-12-19,22:50:00,Molniya-M /Block L,Molniya-1 nâ Â­25,Retired,Success,1971,12,19,62.931,40.577,1.0,Molniya-m
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-12-20,01:10:00,Atlas-SLV3C Centaur-D,Intelsat 4 F3,Retired,Success,1971,12,20,28.447,-80.544,1.0,Atlas
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1971-12-25,11:29:00,Tsyklon-2,Kosmos 469,Retired,Success,1971,12,25,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1971-12-27,14:04:00,Soyuz M,Kosmos 470,Retired,Partial Failure,1971,12,27,62.929,40.575,0.5,Soyuz
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-12-27,Unknown,Cosmos-3M (11K65M),Oreol,Retired,Success,1971,12,27,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-12-29,10:50:00,Vostok-2M,Meteor nâ Â­21,Retired,Success,1971,12,29,62.931,40.577,1.0,Vostok
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-01-12,09:59:00,Voskhod,Kosmos 471,Retired,Success,1972,1,12,45.996,63.565,1.0,Voskhod
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-01-20,18:36:00,Titan IIID,KH-9 & SSF-B-22,Retired,Success,1972,1,20,34.741,-120.62,1.0,Titan
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-01-23,00:12:00,Atlas-SLV3C Centaur-D,Intelsat 4 F4,Retired,Success,1972,1,23,28.449,-80.545,1.0,Atlas
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-01-25,11:15:00,Cosmos-2I (63SM),Kosmos 472,Retired,Success,1972,1,25,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-02-03,08:40:00,Voskhod,Kosmos 473,Retired,Success,1972,2,3,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1972-02-08,05:59:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,Success,1972,2,8,48.56,46.28,1.0,Cosmos-3mrb
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1972-02-14,03:27:00,Proton K/Block D,Luna-20,Retired,Success,1972,2,14,46.06,63.01,1.0,Proton
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-02-16,09:30:00,Voskhod,Kosmos 474,Retired,Success,1972,2,16,45.996,63.565,1.0,Voskhod
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1972-02-16,09:59:00,Titan-III(33)B Agena-D,Jumpseat 2,Retired,Failure,1972,2,16,34.742,-120.62,0.0,Titan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-02-25,07:52:00,Cosmos-3M (11K65M),Kosmos 475,Retired,Success,1972,2,25,62.93,40.57,1.0,Cosmos-3m
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1972-03-01,09:39:00,Titan III(23)C,DSP-3,Retired,Success,1972,3,1,28.562,-80.577,1.0,Titan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-03-01,11:15:00,Vostok-2M,Kosmos 476,Retired,Success,1972,3,1,62.931,40.577,1.0,Vostok
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1972-03-03,01:49:00,Atlas-SLV3C Centaur-D,Pioneer 10,Retired,Success,1972,3,3,28.447,-80.544,1.0,Atlas
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-03-04,10:00:00,Voskhod,Kosmos 477,Retired,Success,1972,3,4,62.929,40.575,1.0,Voskhod
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1972-03-15,13:00:00,Voskhod,Kosmos 478,Retired,Success,1972,3,15,62.931,40.577,1.0,Voskhod
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1972-03-17,17:00:00,Titan III(24)B,OPS 1678,Retired,Success,1972,3,17,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-03-22,20:31:00,Cosmos-3M (11K65M),Kosmos 479,Retired,Success,1972,3,22,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-03-25,02:20:00,Cosmos-3M (11K65M),Kosmos 480,Retired,Success,1972,3,25,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-03-25,10:40:00,Cosmos-2I (63SM),Kosmos 481,Retired,Success,1972,3,25,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-03-27,04:15:00,Molniya-M /Block NVL,Venera 8,Retired,Success,1972,3,27,45.996,63.565,1.0,Molniya-m
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-03-30,14:05:00,Vostok-2M,Meteor nâ Â­22,Retired,Success,1972,3,30,62.929,40.575,1.0,Vostok
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-03-31,04:02:00,Molniya-M /Block NVL,Kosmos 482,Retired,Partial Failure,1972,3,31,45.996,63.565,0.5,Molniya-m
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-04-03,10:15:00,Voskhod,Kosmos 483,Retired,Success,1972,4,3,62.929,40.575,1.0,Voskhod
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-04-04,20:38:00,Molniya-M /Block L,Molniya-1 nâ Â­26 & SRET-1,Retired,Success,1972,4,4,62.931,40.577,1.0,Molniya-m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1972-04-06,08:00:00,Voskhod,Kosmos 484,Retired,Success,1972,4,6,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-04-07,Unknown,Voskhod,Intercosmos-6,Retired,Success,1972,4,7,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-04-11,11:04:00,Cosmos-2I (63SM),Kosmos 485,Retired,Success,1972,4,11,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-04-12,Unknown,Molniya-M /Block SO-L,Prognoz nâ Â­1,Retired,Success,1972,4,12,45.996,63.565,1.0,Molniya-m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1972-04-14,18:00:00,Voskhod,Kosmos 486,Retired,Success,1972,4,14,62.931,40.577,1.0,Voskhod
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1972-04-16,17:54:00,Saturn V,Apollo 16,Retired,Success,1972,4,16,28.608,-80.604,1.0,Saturn
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-04-21,12:00:00,Cosmos-2I (63SM),Kosmos 487,Retired,Success,1972,4,21,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-04-25,11:30:00,Cosmos-2I (63SM),DS-P1-You #51,Retired,Failure,1972,4,25,62.929,40.577,0.0,Cosmos-2i
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-05-05,11:20:00,Voskhod,Kosmos 488,Retired,Success,1972,5,5,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1972-05-06,11:24:00,Cosmos-3M (11K65M),Kosmos 489,Retired,Success,1972,5,6,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1972-05-17,10:19:00,Voskhod,Kosmos 490,Retired,Success,1972,5,17,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-05-19,14:30:00,Molniya-M /Block L,Molniya-2 nâ Â­27,Retired,Success,1972,5,19,62.931,40.577,1.0,Molniya-m
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1972-05-20,15:30:00,Titan III(24)B,OPS 6574,Retired,Failure,1972,5,20,34.742,-120.62,0.0,Titan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-05-25,06:35:00,Voskhod,Kosmos 491,Retired,Success,1972,5,25,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-06-09,06:59:00,Voskhod,Kosmos 492,Retired,Success,1972,6,9,45.996,63.565,1.0,Voskhod
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-06-13,21:53:00,Atlas-SLV3C Centaur-D,Intelsat 4 F5,Retired,Success,1972,6,13,28.449,-80.545,1.0,Atlas
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-06-21,06:25:00,Voskhod,Kosmos 493,Retired,Success,1972,6,21,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-06-23,09:24:00,Cosmos-3M (11K65M),Kosmos 494,Retired,Success,1972,6,23,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1972-06-23,11:19:00,Voskhod,Kosmos 495,Retired,Success,1972,6,23,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-06-29,Unknown,Molniya-M /Block SO-L,Prognoz nâ Â­2,Retired,Success,1972,6,29,45.996,63.565,1.0,Molniya-m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-06-30,06:19:00,Cosmos-2I (63SM),Kosmos 497,Retired,Success,1972,6,30,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-06-30,18:52:00,Vostok-2M,Meteor nâ Â­23,Retired,Success,1972,6,30,62.929,40.575,1.0,Vostok
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1972-07-02,07:20:00,Soyuz,Kosmos 496,Retired,Success,1972,7,2,45.92,63.34,1.0,Soyuz
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-07-05,09:29:00,Cosmos-2I (63SM),Kosmos 498,Retired,Success,1972,7,5,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-07-06,10:40:00,Voskhod,Kosmos 499,Retired,Success,1972,7,6,45.996,63.565,1.0,Voskhod
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-07-07,17:46:00,Titan IIID,KH-9 & SSF-B-23,Retired,Success,1972,7,7,34.741,-120.62,1.0,Titan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-07-10,06:15:00,Cosmos-3M (11K65M),Kosmos 500,Retired,Success,1972,7,10,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1972-07-12,05:59:00,Cosmos-2I (63SM),Kosmos 501,Retired,Success,1972,7,12,48.56,46.28,1.0,Cosmos-2i
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-07-13,14:30:00,Soyuz M,Kosmos 502,Retired,Partial Failure,1972,7,13,62.931,40.577,0.5,Soyuz
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1972-07-19,13:45:00,Voskhod,Kosmos 503,Retired,Success,1972,7,19,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-07-20,18:10:00,Cosmos-3M (11K65M),Kosmos 504 to 511,Retired,Success,1972,7,20,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1972-07-29,03:20:00,Proton K/Block D,DOS-2,Retired,Failure,1972,7,29,46.06,63.01,0.0,Proton
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-08-02,08:15:00,Voskhod,Kosmos 513,Retired,Success,1972,8,2,45.996,63.565,1.0,Voskhod
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1972-08-10,00:32:00,Feng Bao 1,Shiyan Peizhong,Retired,Success,1972,8,10,40.96,100.29,1.0,Feng
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-08-16,13:40:00,Cosmos-3M (11K65M),Kosmos 514,Retired,Success,1972,8,16,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-08-18,10:00:00,Voskhod,Kosmos 515,Retired,Success,1972,8,18,62.931,40.577,1.0,Voskhod
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1972-08-19,02:40:00,Mu-IV S,Denpa,Retired,Success,1972,8,19,31.25,131.08,1.0,Mu-iv
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-08-21,10:28:00,Atlas-SLV3C Centaur-D,OAO-3,Retired,Success,1972,8,21,28.449,-80.545,1.0,Atlas
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1972-08-21,10:36:00,Tsyklon-2,Kosmos 516,Retired,Success,1972,8,21,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1972-08-30,05:58:00,Cosmos-2I (63SM),Intercosmos-7,Retired,Success,1972,8,30,48.56,46.28,1.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-08-30,08:19:00,Voskhod,Kosmos 517,Retired,Success,1972,8,30,45.996,63.565,1.0,Voskhod
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1972-09-01,17:45:00,Titan III(24)B,OPS 8888,Retired,Success,1972,9,1,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-09-02,10:49:00,Voskhod,Zenit-4M nâ Â­40,Retired,Failure,1972,9,2,62.931,40.577,0.0,Voskhod
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-09-15,09:40:00,Voskhod,Kosmos 518,Retired,Success,1972,9,15,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-09-16,08:20:00,Voskhod,Kosmos 519,Retired,Success,1972,9,16,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-09-19,19:19:00,Molniya-M /Block 2BL,Kosmos 520,Retired,Success,1972,9,19,62.929,40.575,1.0,Molniya-m
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-09-29,20:19:00,Cosmos-3M (11K65M),Kosmos 521,Retired,Success,1972,9,29,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-09-30,20:19:00,Molniya-M /Block L,Molniya-2 nâ Â­28,Retired,Success,1972,9,30,62.929,40.575,1.0,Molniya-m
General Dynamics,"LC-576A1, Vandenberg AFB, California, USA",1972-10-02,20:10:00,Atlas-E/F Burner,P72-1,Retired,Success,1972,10,2,34.75,-120.6,1.0,Atlas
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-10-04,12:00:00,Voskhod,Kosmos 522,Retired,Success,1972,10,4,62.929,40.575,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-10-05,11:30:00,Cosmos-2I (63SM),Kosmos 523,Retired,Success,1972,10,5,62.929,40.577,1.0,Cosmos-2i
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-10-10,18:03:00,Titan IIID,KH-9 & SSF-C-3,Retired,Success,1972,10,10,34.741,-120.62,1.0,Titan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-10-11,13:19:00,Cosmos-2I (63SM),Kosmos 524,Retired,Success,1972,10,11,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-10-14,06:16:00,Molniya-M /Block L,Molniya-1 nâ Â­29,Retired,Success,1972,10,14,62.929,40.575,1.0,Molniya-m
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1972-10-17,19:59:00,Cosmos-3M (11K65M),Strela-2M satellite,Retired,Failure,1972,10,17,62.929,40.577,0.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-10-18,11:59:00,Voskhod,Kosmos 525,Retired,Success,1972,10,18,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1972-10-25,10:39:00,Cosmos-2I (63SM),Kosmos 526,Retired,Success,1972,10,25,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-10-26,22:05:00,Vostok-2M,Meteor nâ Â­24,Retired,Success,1972,10,26,62.931,40.577,1.0,Vostok
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-10-31,13:29:00,Voskhod,Kosmos 527,Retired,Success,1972,10,31,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-11-01,12:08:00,Cosmos-3M (11K65M),Kosmos 528 to 535,Retired,Success,1972,11,1,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1972-11-03,01:34:00,Cosmos-3M (11K65M),Kosmos 536,Retired,Success,1972,11,3,62.929,40.577,1.0,Cosmos-3m
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1972-11-15,22:13:00,Scout D1,Explorer 48,Retired,Success,1972,11,15,-2.94,40.21,1.0,Scout
RVSN USSR,"Site 110/37, Baikonur Cosmodrome, Kazakhstan",1972-11-23,06:11:00,N1-L3,7L (Soyuz 7K-LOK No.1),Retired,Failure,1972,11,23,45.989,63.308,0.0,N1-l3
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1972-11-25,09:10:00,Voskhod,Kosmos 537,Retired,Success,1972,11,25,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1972-11-30,21:49:00,Cosmos-2I (63SM),Intercosmos-8,Retired,Success,1972,11,30,48.56,46.28,1.0,Cosmos-2i
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1972-12-02,04:39:00,Molniya-M /Block L,Molniya-1 nâ Â­30,Retired,Success,1972,12,2,45.92,63.34,1.0,Molniya-m
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-12-12,06:51:00,Molniya-M /Block L,Molniya-2 nâ Â­31,Retired,Success,1972,12,12,62.929,40.575,1.0,Molniya-m
