Company,Location,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Year,Month,Day,latitude,longitude,Success,RocketFamily
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2002-06-15,22:39:00,Zenit-3 SL,Galaxy IIIC,Retired,Success,2002,6,15,0.057,-159.399,1.0,Zenit
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2002-06-20,09:33:00,Rokot/Briz KM,Iridium SV97 and SV98,Retired,Success,2002,6,20,62.929,40.577,1.0,Rokot/briz
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2002-06-24,18:23:00,Titan II(23)G,NOAA-17,Retired,Success,2002,6,24,34.742,-120.62,1.0,Titan
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002-07-02,23:22:00,Ariane 5 G,Stellat-5 & NStar-C,Retired,Success,2002,7,2,5.238,-52.772,1.0,Ariane
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2002-07-03,06:47:00,Delta II 7425,CONTOUR,Retired,Success,2002,7,3,28.448,-80.566,1.0,Delta
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002-07-05,23:02:00,Ariane 42P,"SPOT-5, IDEFIX",Retired,Success,2002,7,5,5.25,-52.775,1.0,Ariane
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2002-07-08,06:35:00,Cosmos-3M (11K65M),Kosmos 2390 and 2391,Retired,Success,2002,7,8,62.929,40.577,1.0,Cosmos-3m
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2002-08-21,22:05:00,Atlas V 401,Hot Bird 6,Active,Success,2002,8,21,28.583,-80.577,1.0,Atlas
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002-08-28,22:45:00,Ariane 5 G,"Atlantic Bird 1, MSG-1, MFD",Retired,Success,2002,8,28,5.238,-52.772,1.0,Ariane
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002-09-06,06:44:00,Ariane 44L,Intelsat 906,Retired,Success,2002,9,6,5.25,-52.775,1.0,Ariane
MHI,"LA-Y1, Tanegashima Space Center, Japan",2002-09-10,08:20:00,H-IIA 2024,USERS & Kodama,Retired,Success,2002,9,10,30.39,130.97,1.0,H-II
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2002-09-12,10:23:00,PSLV-G,C4 - MetSat-1 (Kalpana-1),Retired,Success,2002,9,12,13.733,80.235,1.0,PSLV
CASIC,"Taiyuan Satellite Launch Center, China",2002-09-15,Unknown,Kaituozhe 1,PS 1,Retired,Failure,2002,9,15,38.84,111.6,0.0,Kaituozhe
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2002-09-18,22:04:00,Atlas IIAS,Hispasat 1D,Retired,Success,2002,9,18,28.447,-80.544,1.0,Atlas
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2002-09-26,14:27:00,Cosmos-3M (11K65M),Nadiezhda-M nâ Â­1,Retired,Success,2002,9,26,62.929,40.577,1.0,Cosmos-3m
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2002-10-07,19:45:00,Space Shuttle Atlantis,STS-112,Retired,Success,2002,10,7,28.627,-80.621,1.0,Space
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2002-10-27,03:17:00,Long March 4B,Ziyuan ll-02,Active,Success,2002,10,27,38.84,111.6,1.0,Long March
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2002-11-20,22:39:00,"Delta IV Medium+ (4,2)",Eutelsat W5,Retired,Success,2002,11,20,28.514,-80.564,1.0,Delta
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2002-11-24,00:49:00,Space Shuttle Endeavour,STS-113,Retired,Success,2002,11,24,28.608,-80.604,1.0,Space
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2002-11-28,06:07:00,Cosmos-3M (11K65M),"AlSat 1, Mozhayets 4 & Rubin 3-DSI",Retired,Success,2002,11,28,62.929,40.577,1.0,Cosmos-3m
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2002-12-05,02:42:00,Atlas IIA,TDRS-J,Retired,Success,2002,12,5,28.447,-80.544,1.0,Atlas
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002-12-11,22:22:00,Ariane 5 ECA,"Hot Bird 7, Stentor, MFD-A, MFD-B",Active,Failure,2002,12,11,5.238,-52.772,0.0,Ariane
MHI,"LA-Y1, Tanegashima Space Center, Japan",2002-12-14,01:31:00,H-IIA 202,"Midori 2, WEOS & Others",Active,Success,2002,12,14,30.39,130.97,1.0,H-II
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2002-12-17,23:04:00,Ariane 44L,NSS-6,Retired,Success,2002,12,17,5.25,-52.775,1.0,Ariane
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2002-12-20,Unknown,Dnepr,Rubin 2 & Others,Retired,Success,2002,12,20,45.92,63.34,1.0,Dnepr
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2002-12-24,12:20:00,Molniya-M /Block 2BL,Kosmos 2393,Retired,Success,2002,12,24,62.92,40.58,1.0,Molniya-m
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2002-12-29,16:40:00,Long March 2F,Shenzhou 4,Retired,Success,2002,12,29,40.96,100.29,1.0,Long March
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2003-01-06,14:19:00,Titan II(23)G,Coriolis,Retired,Success,2003,1,6,34.742,-120.62,1.0,Titan
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2003-01-13,00:45:00,Delta II 7320-10C,ICESat / CHIPSat,Retired,Success,2003,1,13,34.754,-120.62,1.0,Delta
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2003-01-16,15:39:00,Space Shuttle Columbia,STS-107,Retired,Failure,2003,1,16,28.608,-80.604,0.0,Space
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2003-01-25,20:13:00,Pegasus XL,SORCE,Active,Success,2003,1,25,28.48,-80.57,1.0,Pegasus
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003-01-29,18:06:00,Delta II 7925,GPS IIR-8,Retired,Success,2003,1,29,28.448,-80.565,1.0,Delta
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2003-02-15,07:00:00,Ariane 44L,Intelsat 907,Retired,Success,2003,2,15,5.25,-52.775,1.0,Ariane
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003-03-11,00:59:00,Delta IV Medium,DSCS-3 A3,Retired,Success,2003,3,11,28.514,-80.564,1.0,Delta
MHI,"LA-Y1, Tanegashima Space Center, Japan",2003-03-28,01:27:00,H-IIA 2024,"IGS-Optical 1, IGS-Radar 1",Retired,Success,2003,3,28,30.39,130.97,1.0,H-II
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003-03-31,22:09:00,Delta II 7925,GPS IIR-9,Retired,Success,2003,3,31,28.448,-80.566,1.0,Delta
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2003-04-02,01:53:00,Molniya-M /Block ML,Molniya-1T nâ Â­172,Retired,Success,2003,4,2,62.92,40.58,1.0,Molniya-m
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2003-04-08,13:43:00,Titan IV(401)B,Milstar DFS-6,Retired,Success,2003,4,8,28.562,-80.577,1.0,Titan
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003-04-09,22:52:00,Ariane 5 G,INSAT-3A & Galaxy 12,Retired,Success,2003,4,9,5.238,-52.772,1.0,Ariane
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2003-04-12,00:47:00,Atlas IIIB,AsiaSat 4,Retired,Success,2003,4,12,28.449,-80.545,1.0,Atlas
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2003-04-28,12:00:00,Pegasus XL,GALEX,Active,Success,2003,4,28,28.48,-80.57,1.0,Pegasus
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2003-05-08,11:28:00,GSLV Mk I,GSAT-2,Retired,Success,2003,5,8,13.733,80.235,1.0,GSLV
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2003-05-09,04:29:00,Mu-V / M-25,Hayabusa,Retired,Success,2003,5,9,31.25,131.08,1.0,Mu-v
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2003-05-13,22:10:00,Atlas V 401,HellasSat-2,Active,Success,2003,5,13,28.583,-80.577,1.0,Atlas
CASC,"LC-2, Xichang Satellite Launch Center, China",2003-05-24,16:34:00,Long March 3A,Beidou-1C,Active,Success,2003,5,24,28.24,102.01,1.0,Long March
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2003-06-02,17:45:00,Soyuz FG/Fregat,Mars Express,Retired,Success,2003,6,2,45.996,63.565,1.0,Soyuz
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2003-06-04,19:23:00,Cosmos-3M (11K65M),Kosmos 2398,Retired,Success,2003,6,4,62.929,40.577,1.0,Cosmos-3m
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2003-06-10,13:55:00,Zenit-3 SL,Thuraya-2,Retired,Success,2003,6,10,0.057,-159.399,1.0,Zenit
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003-06-10,17:58:00,Delta II 7925,Spirit,Retired,Success,2003,6,10,28.448,-80.566,1.0,Delta
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003-06-11,22:38:00,Ariane 5 G,Optus C1 & BSAT-2c,Retired,Success,2003,6,11,5.238,-52.772,1.0,Ariane
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2003-06-19,20:00:00,Molniya-M /Block ML,Molniya-3 nâ Â­173,Retired,Success,2003,6,19,62.92,40.58,1.0,Molniya-m
Northrop,"Stargazer, Vandenberg AFB, California, USA",2003-06-26,18:55:00,Pegasus XL,OrbView-3,Active,Success,2003,6,26,34.75,-120.6,1.0,Pegasus
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2003-06-30,14:15:00,Rokot/Briz KM,Monitor-E GVM & Others,Retired,Success,2003,6,30,62.929,40.577,1.0,Rokot/briz
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003-07-08,03:18:00,Delta II 7925H,Opportunity,Retired,Success,2003,7,8,28.448,-80.565,1.0,Delta
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2003-07-17,23:45:00,Atlas V 521,Rainbow 1,Retired,Success,2003,7,17,28.583,-80.577,1.0,Atlas
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2003-08-08,Unknown,Zenit-3 SL,EchoStar 9,Retired,Success,2003,8,8,0.057,-159.399,1.0,Zenit
Northrop,"Stargazer, Vandenberg AFB, California, USA",2003-08-13,02:09:00,Pegasus XL,SCISAT-1,Active,Success,2003,8,13,34.75,-120.6,1.0,Pegasus
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2003-08-19,10:50:00,Cosmos-3M (11K65M),Kosmos 2400 and 2401,Retired,Success,2003,8,19,62.929,40.577,1.0,Cosmos-3m
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003-08-25,05:35:00,Delta II 7920H,Spitzer Space Telescope,Retired,Success,2003,8,25,28.448,-80.565,1.0,Delta
AEB,"VLS Pad, Alcântara Launch Center, Maranhão, Brazil",2003-08-25,Unknown,VLS-1,"SATEC, UNOSAT",Retired,Prelaunch Failure,2003,8,25,-2.37,-44.4,,Vls-1
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003-08-29,23:13:00,Delta IV Medium,DSCS-3 B6,Retired,Success,2003,8,29,28.514,-80.564,1.0,Delta
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2003-09-09,04:29:00,Titan IV(401)B,NROL-19 (Mentor),Retired,Success,2003,9,9,28.562,-80.577,1.0,Titan
CASIC,"Taiyuan Satellite Launch Center, China",2003-09-16,Unknown,Kaituozhe 1,PS 2,Retired,Failure,2003,9,16,38.84,111.6,0.0,Kaituozhe
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2003-09-27,06:11:00,Cosmos-3M (11K65M),STSAT 1 & Others,Retired,Success,2003,9,27,62.929,40.577,1.0,Cosmos-3m
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003-09-27,23:14:00,Ariane 5 G,"Insat 3E, eBird-1, SMART-1",Retired,Success,2003,9,27,5.238,-52.772,1.0,Ariane
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2003-10-01,04:02:00,Zenit-3 SL,Galaxy-13,Retired,Success,2003,10,1,0.057,-159.399,1.0,Zenit
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2003-10-15,01:00:00,Long March 2F,Shenzhou 5,Retired,Success,2003,10,15,40.96,100.29,1.0,Long March
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2003-10-17,04:52:00,PSLV-G,RESOURCESAT-1 (IRS-P6),Retired,Success,2003,10,17,13.733,80.235,1.0,PSLV
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2003-10-18,16:17:00,Titan II(23)G,USA-172,Retired,Success,2003,10,18,34.742,-120.62,1.0,Titan
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2003-10-21,03:16:00,Long March 4B,CBERS-2 & Chuangxin 1(01),Active,Success,2003,10,21,38.84,111.6,1.0,Long March
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2003-10-30,13:43:00,Rokot/Briz KM,SERVIS-1,Retired,Success,2003,10,30,62.929,40.577,1.0,Rokot/briz
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2003-11-03,07:20:00,Long March 2D,FSW-3 No.1,Active,Success,2003,11,3,40.96,100.29,1.0,Long March
CASC,"LC-2, Xichang Satellite Launch Center, China",2003-11-14,16:01:00,Long March 3A,Chinasat-20,Active,Success,2003,11,14,28.24,102.01,1.0,Long March
MHI,"LA-Y1, Tanegashima Space Center, Japan",2003-11-29,04:33:00,H-IIA 2024,"IGS-Optical (2), IGS-Radar (2)",Retired,Failure,2003,11,29,30.39,130.97,0.0,H-II
Lockheed,"SLC-3E, Vandenberg AFB, California, USA",2003-12-02,10:04:00,Atlas IIAS,NROL-18 (Intruder 6A & 6B),Retired,Success,2003,12,2,34.767,-120.58,1.0,Atlas
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",2003-12-05,06:00:00,Strela,Gruzomaket,Retired,Success,2003,12,5,46.06,63.01,1.0,Strela
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",2003-12-10,02:30:00,Atlas IIIB,UHF F/O F11,Retired,Success,2003,12,10,28.449,-80.545,1.0,Atlas
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003-12-21,08:05:00,Delta II 7925,GPS IIR-10,Retired,Success,2003,12,21,28.448,-80.566,1.0,Delta
CASC,"LC-3, Xichang Satellite Launch Center, China",2003-12-29,19:06:00,Long March 2C,Double Star 1,Active,Success,2003,12,29,28.24,102.01,1.0,Long March
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2004-01-11,04:12:00,Zenit-3 SL,Telstar 14,Retired,Success,2004,1,11,0.057,-159.399,1.0,Zenit
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2004-02-05,23:46:00,Atlas IIAS,AMC-10,Retired,Success,2004,2,5,28.447,-80.544,1.0,Atlas
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2004-02-14,18:50:00,Titan IV(402)B,DSP,Retired,Success,2004,2,14,28.562,-80.577,1.0,Titan
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2004-02-18,07:06:00,Molniya-M /Block ML,Kosmos 2405 (Molniya-1T nâ Â­174),Retired,Success,2004,2,18,62.92,40.58,1.0,Molniya-m
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-03-02,07:17:00,Ariane 5 G+,Rosetta & Philae,Retired,Success,2004,3,2,5.238,-52.772,1.0,Ariane
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2004-03-13,05:40:00,Atlas IIIA,MBSat,Retired,Success,2004,3,13,28.449,-80.545,1.0,Atlas
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-03-20,17:53:00,Delta II 7925,GPS IIR-11,Retired,Success,2004,3,20,28.448,-80.565,1.0,Delta
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2004-04-16,00:45:00,Atlas IIAS,Superbird 6,Retired,Success,2004,4,16,28.447,-80.544,1.0,Atlas
CASC,"LC-3, Xichang Satellite Launch Center, China",2004-04-18,15:59:00,Long March 2C,Shiyan-1 & Nano Satellite 1,Active,Success,2004,4,18,28.24,102.01,1.0,Long March
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2004-04-19,22:22:00,Atlas IIAS,AMC-11,Retired,Success,2004,4,19,28.449,-80.545,1.0,Atlas
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2004-04-20,16:57:00,Delta II 7920-10C,Gravity Probe B,Retired,Success,2004,4,20,34.754,-120.62,1.0,Delta
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2004-05-04,12:41:00,Zenit-3 SL,DirecTV-7S,Retired,Success,2004,5,4,0.057,-159.399,1.0,Zenit
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2004-05-20,17:47:00,Minotaur C (Taurus),ROCSAT-2,Active,Success,2004,5,20,34.75,-120.6,1.0,Minotaur
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",2004-05-28,06:00:00,Tsyklon-2,Kosmos 2405,Retired,Success,2004,5,28,46.07,62.99,1.0,Tsyklon-2
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2004-06-10,01:28:00,Zenit-2,Kosmos 2406,Retired,Success,2004,6,10,45.92,63.34,1.0,Zenit
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-06-23,22:54:00,Delta II 7925,GPS IIR-12,Retired,Success,2004,6,23,28.448,-80.565,1.0,Delta
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2004-06-29,03:58:00,Zenit-3 SL,Telstar 18,Retired,Success,2004,6,29,0.057,-159.399,1.0,Zenit
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2004-06-29,06:30:00,Dnepr,DEMETER & Others,Retired,Success,2004,6,29,45.92,63.34,1.0,Dnepr
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2004-07-15,10:02:00,Delta II 7920-10L,Aura,Retired,Success,2004,7,15,34.754,-120.62,1.0,Delta
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-07-18,00:44:00,Ariane 5 G+,Anik F2,Retired,Success,2004,7,18,5.238,-52.772,1.0,Ariane
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2004-07-22,17:46:00,Cosmos-3M (11K65M),Kosmos 2407,Retired,Success,2004,7,22,62.929,40.577,1.0,Cosmos-3m
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-07-25,07:05:00,Long March 2C,Double Star 2,Active,Success,2004,7,25,38.84,111.6,1.0,Long March
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-08-03,06:15:00,Delta II 7925H,MESSENGER,Retired,Success,2004,8,3,28.448,-80.565,1.0,Delta
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2004-08-29,07:50:00,Long March 2C,FSW-4 No.1,Active,Success,2004,8,29,40.96,100.29,1.0,Long March
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2004-08-31,23:17:00,Atlas IIAS,NROL-1,Retired,Success,2004,8,31,28.447,-80.544,1.0,Atlas
IAI,"Pad 1, Palmachim Airbase, Israel",2004-09-06,Unknown,Shavit-1,Ofek-6,Retired,Failure,2004,9,6,31.89,34.68,0.0,Shavit-1
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-09-08,23:14:00,Long March 4B,Shijian-6A & 6B,Active,Success,2004,9,8,38.84,111.6,1.0,Long March
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2004-09-20,10:31:00,GSLV Mk I,GSAT-3,Retired,Success,2004,9,20,13.733,80.235,1.0,GSLV
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2004-09-23,15:07:00,Cosmos-3M (11K65M),Kosmos 2408 and 2409,Retired,Success,2004,9,23,62.929,40.577,1.0,Cosmos-3m
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2004-09-27,08:00:00,Long March 2D,FSW-3 No.2,Active,Success,2004,9,27,40.96,100.29,1.0,Long March
CASC,"LC-2, Xichang Satellite Launch Center, China",2004-10-19,01:20:00,Long March 3A,Fengyun-2C,Active,Success,2004,10,19,28.24,102.01,1.0,Long March
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-11-06,03:10:00,Long March 4B,Ziyuan ll-03,Active,Success,2004,11,6,38.84,111.6,1.0,Long March
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-11-06,05:39:00,Delta II 7925,GPS IIR-13,Retired,Success,2004,11,6,28.448,-80.565,1.0,Delta
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2004-11-08,18:29:00,Soyuz 2.1a,Demo Flight,Active,Success,2004,11,8,62.931,40.577,1.0,Soyuz
CASC,"LC-3, Xichang Satellite Launch Center, China",2004-11-18,10:45:00,Long March 2C,Shiyan-2,Active,Success,2004,11,18,28.24,102.01,1.0,Long March
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2004-11-20,17:16:00,Delta II 7320-10C,Swift,Retired,Success,2004,11,20,28.448,-80.566,1.0,Delta
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2004-12-17,12:07:00,Atlas V 521,AMC-16,Retired,Success,2004,12,17,28.583,-80.577,1.0,Atlas
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-12-18,16:26:00,Ariane 5 G+,"Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",Retired,Success,2004,12,18,5.238,-52.772,1.0,Ariane
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2004-12-21,21:50:00,Delta IV Heavy,DemoSat and 3CS-1 & 2,Active,Partial Failure,2004,12,21,28.514,-80.564,0.5,Delta
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",2004-12-24,12:00:00,Tsyklon-3,Sich 1M & Micron 1,Retired,Partial Failure,2004,12,24,62.92,40.58,0.5,Tsyklon-3
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2005-01-12,18:47:00,Delta II 7925,Deep Impact,Retired,Success,2005,1,12,28.448,-80.565,1.0,Delta
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2005-01-20,03:00:00,Cosmos-3M (11K65M),Kosmos 2414 & Universitietski,Retired,Success,2005,1,20,62.929,40.577,1.0,Cosmos-3m
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",2005-02-03,07:41:00,Atlas IIIB,NROL-23 (Intruder 7A & 7B),Retired,Success,2005,2,3,28.449,-80.545,1.0,Atlas
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-02-12,21:03:00,Ariane 5 ECA,"XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",Active,Success,2005,2,12,5.238,-52.772,1.0,Ariane
MHI,"LA-Y1, Tanegashima Space Center, Japan",2005-02-26,09:25:00,H-IIA 2022,Himawari 6,Retired,Success,2005,2,26,30.39,130.97,1.0,H-II
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2005-03-01,03:50:00,Zenit-3 SL,XM-3,Retired,Success,2005,3,1,0.057,-159.399,1.0,Zenit
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2005-03-11,21:42:00,Atlas V 431,Inmarsat-4 F1,Retired,Success,2005,3,11,28.583,-80.577,1.0,Atlas
Northrop,"SLC-8, Vandenberg AFB, California, USA",2005-04-11,13:35:00,Minotaur I,XSS-11,Active,Success,2005,4,11,34.605,-120.624,1.0,Minotaur
CASC,"LC-2, Xichang Satellite Launch Center, China",2005-04-12,12:00:00,Long March 3B,Apstar 6,Retired,Success,2005,4,12,28.24,102.01,1.0,Long March
Northrop,"Stargazer, Vandenberg AFB, California, USA",2005-04-15,17:27:00,Pegasus XL,DART,Active,Success,2005,4,15,34.75,-120.6,1.0,Pegasus
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2005-04-26,07:31:00,Zenit-3 SL,Spaceway-1,Retired,Success,2005,4,26,0.057,-159.399,1.0,Zenit
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2005-04-30,00:50:00,Titan IV(405)B,NROL-16 (Onyx),Retired,Success,2005,4,30,28.562,-80.577,1.0,Titan
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2005-05-05,04:45:00,PSLV-G,Cartosat-1 & HAMSAT,Retired,Success,2005,5,5,13.733,80.235,1.0,PSLV
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2005-05-20,10:22:00,Delta II 7320-10C,NOAA-N,Retired,Success,2005,5,20,34.754,-120.62,1.0,Delta
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2005-06-21,00:48:00,Molniya-M /Block ML,Molniya-3K nâ Â­175,Retired,Failure,2005,6,21,62.92,40.58,0.0,Molniya-m
SRC,"K-496 Submarine, Barents Sea Launch Area, Barents Sea",2005-06-21,19:46:00,Volna,Kosmos 1,Retired,Failure,2005,6,21,69.95,33.32,0.0,Volna
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2005-06-23,14:02:00,Zenit-3 SL,Intelsat-Americas 8,Retired,Success,2005,6,23,0.057,-159.399,1.0,Zenit
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-07-05,22:40:00,Long March 2D,Shijian-7,Active,Success,2005,7,5,40.96,100.29,1.0,Long March
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2005-07-10,03:30:00,Mu-V / M-25,Suzaku,Retired,Success,2005,7,10,31.25,131.08,1.0,Mu-v
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2005-07-26,14:39:00,Space Shuttle Discovery,STS-114,Retired,Success,2005,7,26,28.627,-80.621,1.0,Space
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-08-02,07:30:00,Long March 2C,FSW-4 No. 2,Active,Success,2005,8,2,40.96,100.29,1.0,Long March
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-08-11,08:20:00,Ariane 5 GS,iPStar-1,Retired,Success,2005,8,11,5.238,-52.772,1.0,Ariane
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2005-08-12,11:43:00,Atlas V 401,Mars Reconnaissance Orbiter,Active,Success,2005,8,12,28.583,-80.577,1.0,Atlas
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2005-08-23,21:09:00,Dnepr,Kirari and Reimei,Retired,Success,2005,8,23,45.92,63.34,1.0,Dnepr
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2005-08-26,18:34:00,Rokot/Briz KM,Monitor-E,Retired,Success,2005,8,26,62.929,40.577,1.0,Rokot/briz
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-08-29,08:45:00,Long March 2D,FSW-3 No. 3,Active,Success,2005,8,29,40.96,100.29,1.0,Long March
Northrop,"SLC-8, Vandenberg AFB, California, USA",2005-09-22,19:24:00,Minotaur I,Streak (STP-R1),Active,Success,2005,9,22,34.605,-120.624,1.0,Minotaur
